year,state,state_po,county_name,office,candidate,party,candidatevotes,totalvotes,mode
2000,OKLAHOMA,OK,CREEK,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13580,23741,TOTAL
2000,OKLAHOMA,OK,CREEK,US PRESIDENT,RALPH NADER,GREEN,0,23741,TOTAL
2000,OKLAHOMA,OK,CREEK,US PRESIDENT,OTHER,OTHER,408,23741,TOTAL
2000,OKLAHOMA,OK,CUSTER,US PRESIDENT,AL GORE,DEMOCRAT,3115,9743,TOTAL
2000,OKLAHOMA,OK,CUSTER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6527,9743,TOTAL
2000,OKLAHOMA,OK,CUSTER,US PRESIDENT,RALPH NADER,GREEN,0,9743,TOTAL
2000,OKLAHOMA,OK,CUSTER,US PRESIDENT,OTHER,OTHER,101,9743,TOTAL
2000,OKLAHOMA,OK,DELAWARE,US PRESIDENT,AL GORE,DEMOCRAT,5514,13353,TOTAL
2000,OKLAHOMA,OK,DELAWARE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7618,13353,TOTAL
2000,OKLAHOMA,OK,DELAWARE,US PRESIDENT,RALPH NADER,GREEN,0,13353,TOTAL
2000,OKLAHOMA,OK,DELAWARE,US PRESIDENT,OTHER,OTHER,221,13353,TOTAL
2000,OKLAHOMA,OK,DEWEY,US PRESIDENT,AL GORE,DEMOCRAT,599,2220,TOTAL
2000,OKLAHOMA,OK,DEWEY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1607,2220,TOTAL
2000,OKLAHOMA,OK,DEWEY,US PRESIDENT,RALPH NADER,GREEN,0,2220,TOTAL
2000,OKLAHOMA,OK,DEWEY,US PRESIDENT,OTHER,OTHER,14,2220,TOTAL
2000,OKLAHOMA,OK,ELLIS,US PRESIDENT,AL GORE,DEMOCRAT,468,2013,TOTAL
2000,OKLAHOMA,OK,ELLIS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1513,2013,TOTAL
2000,OKLAHOMA,OK,ELLIS,US PRESIDENT,RALPH NADER,GREEN,0,2013,TOTAL
2000,OKLAHOMA,OK,ELLIS,US PRESIDENT,OTHER,OTHER,32,2013,TOTAL
2000,OKLAHOMA,OK,GARFIELD,US PRESIDENT,AL GORE,DEMOCRAT,6543,21683,TOTAL
2000,OKLAHOMA,OK,GARFIELD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14902,21683,TOTAL
2000,OKLAHOMA,OK,GARFIELD,US PRESIDENT,RALPH NADER,GREEN,0,21683,TOTAL
2000,OKLAHOMA,OK,GARFIELD,US PRESIDENT,OTHER,OTHER,238,21683,TOTAL
2000,OKLAHOMA,OK,GARVIN,US PRESIDENT,AL GORE,DEMOCRAT,4189,9843,TOTAL
2000,OKLAHOMA,OK,GARVIN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5536,9843,TOTAL
2000,OKLAHOMA,OK,GARVIN,US PRESIDENT,RALPH NADER,GREEN,0,9843,TOTAL
2000,OKLAHOMA,OK,GARVIN,US PRESIDENT,OTHER,OTHER,118,9843,TOTAL
2000,OKLAHOMA,OK,GRADY,US PRESIDENT,AL GORE,DEMOCRAT,6037,16276,TOTAL
2000,OKLAHOMA,OK,GRADY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10040,16276,TOTAL
2000,OKLAHOMA,OK,GRADY,US PRESIDENT,RALPH NADER,GREEN,0,16276,TOTAL
2000,OKLAHOMA,OK,GRADY,US PRESIDENT,OTHER,OTHER,199,16276,TOTAL
2000,OKLAHOMA,OK,GRANT,US PRESIDENT,AL GORE,DEMOCRAT,709,2503,TOTAL
2000,OKLAHOMA,OK,GRANT,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1762,2503,TOTAL
2000,OKLAHOMA,OK,GRANT,US PRESIDENT,RALPH NADER,GREEN,0,2503,TOTAL
2000,OKLAHOMA,OK,GRANT,US PRESIDENT,OTHER,OTHER,32,2503,TOTAL
2000,OKLAHOMA,OK,GREER,US PRESIDENT,AL GORE,DEMOCRAT,839,2152,TOTAL
2000,OKLAHOMA,OK,GREER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1287,2152,TOTAL
2000,OKLAHOMA,OK,GREER,US PRESIDENT,RALPH NADER,GREEN,0,2152,TOTAL
2000,OKLAHOMA,OK,GREER,US PRESIDENT,OTHER,OTHER,26,2152,TOTAL
2000,OKLAHOMA,OK,HARMON,US PRESIDENT,AL GORE,DEMOCRAT,507,1205,TOTAL
2000,OKLAHOMA,OK,HARMON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,692,1205,TOTAL
2000,OKLAHOMA,OK,HARMON,US PRESIDENT,RALPH NADER,GREEN,0,1205,TOTAL
2000,OKLAHOMA,OK,HARMON,US PRESIDENT,OTHER,OTHER,6,1205,TOTAL
2000,OKLAHOMA,OK,HARPER,US PRESIDENT,AL GORE,DEMOCRAT,374,1683,TOTAL
2000,OKLAHOMA,OK,HARPER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1296,1683,TOTAL
2000,OKLAHOMA,OK,HARPER,US PRESIDENT,RALPH NADER,GREEN,0,1683,TOTAL
2000,OKLAHOMA,OK,HARPER,US PRESIDENT,OTHER,OTHER,13,1683,TOTAL
2000,OKLAHOMA,OK,HASKELL,US PRESIDENT,AL GORE,DEMOCRAT,2510,4628,TOTAL
2000,OKLAHOMA,OK,HASKELL,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2039,4628,TOTAL
2000,OKLAHOMA,OK,HASKELL,US PRESIDENT,RALPH NADER,GREEN,0,4628,TOTAL
2000,OKLAHOMA,OK,HASKELL,US PRESIDENT,OTHER,OTHER,79,4628,TOTAL
2000,OKLAHOMA,OK,HUGHES,US PRESIDENT,AL GORE,DEMOCRAT,2334,4585,TOTAL
2000,OKLAHOMA,OK,HUGHES,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2196,4585,TOTAL
2000,OKLAHOMA,OK,HUGHES,US PRESIDENT,RALPH NADER,GREEN,0,4585,TOTAL
2000,OKLAHOMA,OK,HUGHES,US PRESIDENT,OTHER,OTHER,55,4585,TOTAL
2000,OKLAHOMA,OK,JACKSON,US PRESIDENT,AL GORE,DEMOCRAT,2515,8159,TOTAL
2000,OKLAHOMA,OK,JACKSON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5591,8159,TOTAL
2000,OKLAHOMA,OK,JACKSON,US PRESIDENT,RALPH NADER,GREEN,0,8159,TOTAL
2000,OKLAHOMA,OK,JACKSON,US PRESIDENT,OTHER,OTHER,53,8159,TOTAL
2000,OKLAHOMA,OK,JEFFERSON,US PRESIDENT,AL GORE,DEMOCRAT,1245,2593,TOTAL
2000,OKLAHOMA,OK,JEFFERSON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1320,2593,TOTAL
2000,OKLAHOMA,OK,JEFFERSON,US PRESIDENT,RALPH NADER,GREEN,0,2593,TOTAL
2000,OKLAHOMA,OK,JEFFERSON,US PRESIDENT,OTHER,OTHER,28,2593,TOTAL
2000,OKLAHOMA,OK,JOHNSTON,US PRESIDENT,AL GORE,DEMOCRAT,1809,3930,TOTAL
2000,OKLAHOMA,OK,JOHNSTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2072,3930,TOTAL
2000,OKLAHOMA,OK,JOHNSTON,US PRESIDENT,RALPH NADER,GREEN,0,3930,TOTAL
2000,OKLAHOMA,OK,JOHNSTON,US PRESIDENT,OTHER,OTHER,49,3930,TOTAL
2000,OKLAHOMA,OK,KAY,US PRESIDENT,AL GORE,DEMOCRAT,6122,18162,TOTAL
2000,OKLAHOMA,OK,KAY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11768,18162,TOTAL
2000,OKLAHOMA,OK,KAY,US PRESIDENT,RALPH NADER,GREEN,0,18162,TOTAL
2000,OKLAHOMA,OK,KAY,US PRESIDENT,OTHER,OTHER,272,18162,TOTAL
2000,OKLAHOMA,OK,KINGFISHER,US PRESIDENT,AL GORE,DEMOCRAT,1304,6056,TOTAL
2000,OKLAHOMA,OK,KINGFISHER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4693,6056,TOTAL
2000,OKLAHOMA,OK,KINGFISHER,US PRESIDENT,RALPH NADER,GREEN,0,6056,TOTAL
2000,OKLAHOMA,OK,KINGFISHER,US PRESIDENT,OTHER,OTHER,59,6056,TOTAL
2000,OKLAHOMA,OK,KIOWA,US PRESIDENT,AL GORE,DEMOCRAT,1544,3750,TOTAL
2000,OKLAHOMA,OK,KIOWA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2173,3750,TOTAL
2000,OKLAHOMA,OK,KIOWA,US PRESIDENT,RALPH NADER,GREEN,0,3750,TOTAL
2000,OKLAHOMA,OK,KIOWA,US PRESIDENT,OTHER,OTHER,33,3750,TOTAL
2000,OKLAHOMA,OK,LATIMER,US PRESIDENT,AL GORE,DEMOCRAT,1865,3669,TOTAL
2000,OKLAHOMA,OK,LATIMER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1739,3669,TOTAL
2000,OKLAHOMA,OK,LATIMER,US PRESIDENT,RALPH NADER,GREEN,0,3669,TOTAL
2000,OKLAHOMA,OK,LATIMER,US PRESIDENT,OTHER,OTHER,65,3669,TOTAL
2000,OKLAHOMA,OK,LE FLORE,US PRESIDENT,AL GORE,DEMOCRAT,6536,14985,TOTAL
2000,OKLAHOMA,OK,LE FLORE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8215,14985,TOTAL
2000,OKLAHOMA,OK,LE FLORE,US PRESIDENT,RALPH NADER,GREEN,0,14985,TOTAL
2000,OKLAHOMA,OK,LE FLORE,US PRESIDENT,OTHER,OTHER,234,14985,TOTAL
2000,OKLAHOMA,OK,LINCOLN,US PRESIDENT,AL GORE,DEMOCRAT,4140,11701,TOTAL
2000,OKLAHOMA,OK,LINCOLN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7387,11701,TOTAL
2000,OKLAHOMA,OK,LINCOLN,US PRESIDENT,RALPH NADER,GREEN,0,11701,TOTAL
2000,OKLAHOMA,OK,LINCOLN,US PRESIDENT,OTHER,OTHER,174,11701,TOTAL
2000,OKLAHOMA,OK,LOGAN,US PRESIDENT,AL GORE,DEMOCRAT,4510,12870,TOTAL
2000,OKLAHOMA,OK,LOGAN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8187,12870,TOTAL
2000,OKLAHOMA,OK,LOGAN,US PRESIDENT,RALPH NADER,GREEN,0,12870,TOTAL
2000,OKLAHOMA,OK,LOGAN,US PRESIDENT,OTHER,OTHER,173,12870,TOTAL
2000,OKLAHOMA,OK,LOVE,US PRESIDENT,AL GORE,DEMOCRAT,1530,3372,TOTAL
2000,OKLAHOMA,OK,LOVE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1807,3372,TOTAL
2000,OKLAHOMA,OK,LOVE,US PRESIDENT,RALPH NADER,GREEN,0,3372,TOTAL
2000,OKLAHOMA,OK,LOVE,US PRESIDENT,OTHER,OTHER,35,3372,TOTAL
2000,OKLAHOMA,OK,MCCLAIN,US PRESIDENT,AL GORE,DEMOCRAT,3679,10539,TOTAL
2000,OKLAHOMA,OK,MCCLAIN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6750,10539,TOTAL
2000,OKLAHOMA,OK,MCCLAIN,US PRESIDENT,RALPH NADER,GREEN,0,10539,TOTAL
2000,OKLAHOMA,OK,MCCLAIN,US PRESIDENT,OTHER,OTHER,110,10539,TOTAL
2000,OKLAHOMA,OK,MCCURTAIN,US PRESIDENT,AL GORE,DEMOCRAT,3752,10482,TOTAL
2000,OKLAHOMA,OK,MCCURTAIN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6601,10482,TOTAL
2000,OKLAHOMA,OK,MCCURTAIN,US PRESIDENT,RALPH NADER,GREEN,0,10482,TOTAL
2000,OKLAHOMA,OK,MCCURTAIN,US PRESIDENT,OTHER,OTHER,129,10482,TOTAL
2000,OKLAHOMA,OK,MCINTOSH,US PRESIDENT,AL GORE,DEMOCRAT,4206,7781,TOTAL
2000,OKLAHOMA,OK,MCINTOSH,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3444,7781,TOTAL
2000,OKLAHOMA,OK,MCINTOSH,US PRESIDENT,RALPH NADER,GREEN,0,7781,TOTAL
2000,OKLAHOMA,OK,MCINTOSH,US PRESIDENT,OTHER,OTHER,131,7781,TOTAL
2000,OKLAHOMA,OK,MAJOR,US PRESIDENT,AL GORE,DEMOCRAT,635,3352,TOTAL
2000,OKLAHOMA,OK,MAJOR,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2672,3352,TOTAL
2000,OKLAHOMA,OK,MAJOR,US PRESIDENT,RALPH NADER,GREEN,0,3352,TOTAL
2000,OKLAHOMA,OK,MAJOR,US PRESIDENT,OTHER,OTHER,45,3352,TOTAL
2000,OKLAHOMA,OK,MARSHALL,US PRESIDENT,AL GORE,DEMOCRAT,2210,4900,TOTAL
2000,OKLAHOMA,OK,MARSHALL,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2641,4900,TOTAL
2000,OKLAHOMA,OK,MARSHALL,US PRESIDENT,RALPH NADER,GREEN,0,4900,TOTAL
2000,OKLAHOMA,OK,MARSHALL,US PRESIDENT,OTHER,OTHER,49,4900,TOTAL
2000,OKLAHOMA,OK,MAYES,US PRESIDENT,AL GORE,DEMOCRAT,6618,14001,TOTAL
2000,OKLAHOMA,OK,MAYES,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7132,14001,TOTAL
2000,OKLAHOMA,OK,MAYES,US PRESIDENT,RALPH NADER,GREEN,0,14001,TOTAL
2000,OKLAHOMA,OK,MAYES,US PRESIDENT,OTHER,OTHER,251,14001,TOTAL
2000,OKLAHOMA,OK,MURRAY,US PRESIDENT,AL GORE,DEMOCRAT,2263,4922,TOTAL
2000,OKLAHOMA,OK,MURRAY,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2609,4922,TOTAL
2000,OKLAHOMA,OK,MURRAY,US PRESIDENT,RALPH NADER,GREEN,0,4922,TOTAL
2000,OKLAHOMA,OK,MURRAY,US PRESIDENT,OTHER,OTHER,50,4922,TOTAL
2000,OKLAHOMA,OK,MUSKOGEE,US PRESIDENT,AL GORE,DEMOCRAT,12520,24693,TOTAL
2000,OKLAHOMA,OK,MUSKOGEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11820,24693,TOTAL
2000,OKLAHOMA,OK,MUSKOGEE,US PRESIDENT,RALPH NADER,GREEN,0,24693,TOTAL
2000,OKLAHOMA,OK,MUSKOGEE,US PRESIDENT,OTHER,OTHER,353,24693,TOTAL
2000,OKLAHOMA,OK,NOBLE,US PRESIDENT,AL GORE,DEMOCRAT,1416,4697,TOTAL
2000,OKLAHOMA,OK,NOBLE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3230,4697,TOTAL
2000,OKLAHOMA,OK,NOBLE,US PRESIDENT,RALPH NADER,GREEN,0,4697,TOTAL
2000,OKLAHOMA,OK,NOBLE,US PRESIDENT,OTHER,OTHER,51,4697,TOTAL
2000,OKLAHOMA,OK,NOWATA,US PRESIDENT,AL GORE,DEMOCRAT,1703,3849,TOTAL
2000,OKLAHOMA,OK,NOWATA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2069,3849,TOTAL
2000,OKLAHOMA,OK,NOWATA,US PRESIDENT,RALPH NADER,GREEN,0,3849,TOTAL
2000,OKLAHOMA,OK,NOWATA,US PRESIDENT,OTHER,OTHER,77,3849,TOTAL
2000,OKLAHOMA,OK,OKFUSKEE,US PRESIDENT,AL GORE,DEMOCRAT,1814,3788,TOTAL
2000,OKLAHOMA,OK,OKFUSKEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1910,3788,TOTAL
2000,OKLAHOMA,OK,OKFUSKEE,US PRESIDENT,RALPH NADER,GREEN,0,3788,TOTAL
2000,OKLAHOMA,OK,OKFUSKEE,US PRESIDENT,OTHER,OTHER,64,3788,TOTAL
2000,OKLAHOMA,OK,OKLAHOMA,US PRESIDENT,AL GORE,DEMOCRAT,81590,223111,TOTAL
2000,OKLAHOMA,OK,OKLAHOMA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,139078,223111,TOTAL
2000,OKLAHOMA,OK,OKLAHOMA,US PRESIDENT,RALPH NADER,GREEN,0,223111,TOTAL
2000,OKLAHOMA,OK,OKLAHOMA,US PRESIDENT,OTHER,OTHER,2443,223111,TOTAL
2000,OKLAHOMA,OK,OKMULGEE,US PRESIDENT,AL GORE,DEMOCRAT,7186,13178,TOTAL
2000,OKLAHOMA,OK,OKMULGEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5797,13178,TOTAL
2000,OKLAHOMA,OK,OKMULGEE,US PRESIDENT,RALPH NADER,GREEN,0,13178,TOTAL
2000,OKLAHOMA,OK,OKMULGEE,US PRESIDENT,OTHER,OTHER,195,13178,TOTAL
2000,OKLAHOMA,OK,OSAGE,US PRESIDENT,AL GORE,DEMOCRAT,7540,15909,TOTAL
2000,OKLAHOMA,OK,OSAGE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8138,15909,TOTAL
2000,OKLAHOMA,OK,OSAGE,US PRESIDENT,RALPH NADER,GREEN,0,15909,TOTAL
2000,OKLAHOMA,OK,OSAGE,US PRESIDENT,OTHER,OTHER,231,15909,TOTAL
2000,OKLAHOMA,OK,OTTAWA,US PRESIDENT,AL GORE,DEMOCRAT,5647,11411,TOTAL
2000,OKLAHOMA,OK,OTTAWA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5625,11411,TOTAL
2000,OKLAHOMA,OK,OTTAWA,US PRESIDENT,RALPH NADER,GREEN,0,11411,TOTAL
2000,OKLAHOMA,OK,OTTAWA,US PRESIDENT,OTHER,OTHER,139,11411,TOTAL
2000,OKLAHOMA,OK,PAWNEE,US PRESIDENT,AL GORE,DEMOCRAT,2435,5925,TOTAL
2000,OKLAHOMA,OK,PAWNEE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3386,5925,TOTAL
2000,OKLAHOMA,OK,PAWNEE,US PRESIDENT,RALPH NADER,GREEN,0,5925,TOTAL
2000,OKLAHOMA,OK,PAWNEE,US PRESIDENT,OTHER,OTHER,104,5925,TOTAL
2000,OKLAHOMA,OK,PAYNE,US PRESIDENT,AL GORE,DEMOCRAT,9319,24947,TOTAL
2000,OKLAHOMA,OK,PAYNE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15256,24947,TOTAL
2000,OKLAHOMA,OK,PAYNE,US PRESIDENT,RALPH NADER,GREEN,0,24947,TOTAL
2000,OKLAHOMA,OK,PAYNE,US PRESIDENT,OTHER,OTHER,372,24947,TOTAL
2000,OKLAHOMA,OK,PITTSBURG,US PRESIDENT,AL GORE,DEMOCRAT,7627,16357,TOTAL
2000,OKLAHOMA,OK,PITTSBURG,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8514,16357,TOTAL
2000,OKLAHOMA,OK,PITTSBURG,US PRESIDENT,RALPH NADER,GREEN,0,16357,TOTAL
2000,OKLAHOMA,OK,PITTSBURG,US PRESIDENT,OTHER,OTHER,216,16357,TOTAL
2000,OKLAHOMA,OK,PONTOTOC,US PRESIDENT,AL GORE,DEMOCRAT,5387,12836,TOTAL
2000,OKLAHOMA,OK,PONTOTOC,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7299,12836,TOTAL
2000,OKLAHOMA,OK,PONTOTOC,US PRESIDENT,RALPH NADER,GREEN,0,12836,TOTAL
2000,OKLAHOMA,OK,PONTOTOC,US PRESIDENT,OTHER,OTHER,150,12836,TOTAL
2000,OKLAHOMA,OK,POTTAWATOMIE,US PRESIDENT,AL GORE,DEMOCRAT,8763,22316,TOTAL
2000,OKLAHOMA,OK,POTTAWATOMIE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13235,22316,TOTAL
2000,OKLAHOMA,OK,POTTAWATOMIE,US PRESIDENT,RALPH NADER,GREEN,0,22316,TOTAL
2000,OKLAHOMA,OK,POTTAWATOMIE,US PRESIDENT,OTHER,OTHER,318,22316,TOTAL
2000,OKLAHOMA,OK,PUSHMATAHA,US PRESIDENT,AL GORE,DEMOCRAT,1969,4348,TOTAL
2000,OKLAHOMA,OK,PUSHMATAHA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2331,4348,TOTAL
2000,OKLAHOMA,OK,PUSHMATAHA,US PRESIDENT,RALPH NADER,GREEN,0,4348,TOTAL
2000,OKLAHOMA,OK,PUSHMATAHA,US PRESIDENT,OTHER,OTHER,48,4348,TOTAL
2000,OKLAHOMA,OK,ROGER MILLS,US PRESIDENT,AL GORE,DEMOCRAT,441,1687,TOTAL
2000,OKLAHOMA,OK,ROGER MILLS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1234,1687,TOTAL
2000,OKLAHOMA,OK,ROGER MILLS,US PRESIDENT,RALPH NADER,GREEN,0,1687,TOTAL
2000,OKLAHOMA,OK,ROGER MILLS,US PRESIDENT,OTHER,OTHER,12,1687,TOTAL
2000,OKLAHOMA,OK,ROGERS,US PRESIDENT,AL GORE,DEMOCRAT,10813,28951,TOTAL
2000,OKLAHOMA,OK,ROGERS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17713,28951,TOTAL
2000,OKLAHOMA,OK,ROGERS,US PRESIDENT,RALPH NADER,GREEN,0,28951,TOTAL
2000,OKLAHOMA,OK,ROGERS,US PRESIDENT,OTHER,OTHER,425,28951,TOTAL
2000,OKLAHOMA,OK,SEMINOLE,US PRESIDENT,AL GORE,DEMOCRAT,3783,7866,TOTAL
2000,OKLAHOMA,OK,SEMINOLE,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4011,7866,TOTAL
2000,OKLAHOMA,OK,SEMINOLE,US PRESIDENT,RALPH NADER,GREEN,0,7866,TOTAL
2000,OKLAHOMA,OK,SEMINOLE,US PRESIDENT,OTHER,OTHER,72,7866,TOTAL
2000,OKLAHOMA,OK,SEQUOYAH,US PRESIDENT,AL GORE,DEMOCRAT,5425,12254,TOTAL
2000,OKLAHOMA,OK,SEQUOYAH,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6614,12254,TOTAL
2000,OKLAHOMA,OK,SEQUOYAH,US PRESIDENT,RALPH NADER,GREEN,0,12254,TOTAL
2000,OKLAHOMA,OK,SEQUOYAH,US PRESIDENT,OTHER,OTHER,215,12254,TOTAL
2000,OKLAHOMA,OK,STEPHENS,US PRESIDENT,AL GORE,DEMOCRAT,6467,17488,TOTAL
2000,OKLAHOMA,OK,STEPHENS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,10860,17488,TOTAL
2000,OKLAHOMA,OK,STEPHENS,US PRESIDENT,RALPH NADER,GREEN,0,17488,TOTAL
2000,OKLAHOMA,OK,STEPHENS,US PRESIDENT,OTHER,OTHER,161,17488,TOTAL
2000,OKLAHOMA,OK,TEXAS,US PRESIDENT,AL GORE,DEMOCRAT,1084,6088,TOTAL
2000,OKLAHOMA,OK,TEXAS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4964,6088,TOTAL
2000,OKLAHOMA,OK,TEXAS,US PRESIDENT,RALPH NADER,GREEN,0,6088,TOTAL
2000,OKLAHOMA,OK,TEXAS,US PRESIDENT,OTHER,OTHER,40,6088,TOTAL
2000,OKLAHOMA,OK,TILLMAN,US PRESIDENT,AL GORE,DEMOCRAT,1400,3349,TOTAL
2000,OKLAHOMA,OK,TILLMAN,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1920,3349,TOTAL
2000,OKLAHOMA,OK,TILLMAN,US PRESIDENT,RALPH NADER,GREEN,0,3349,TOTAL
2000,OKLAHOMA,OK,TILLMAN,US PRESIDENT,OTHER,OTHER,29,3349,TOTAL
2000,OKLAHOMA,OK,TULSA,US PRESIDENT,AL GORE,DEMOCRAT,81656,218691,TOTAL
2000,OKLAHOMA,OK,TULSA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,134152,218691,TOTAL
2000,OKLAHOMA,OK,TULSA,US PRESIDENT,RALPH NADER,GREEN,0,218691,TOTAL
2000,OKLAHOMA,OK,TULSA,US PRESIDENT,OTHER,OTHER,2883,218691,TOTAL
2000,OKLAHOMA,OK,WAGONER,US PRESIDENT,AL GORE,DEMOCRAT,8244,21517,TOTAL
2000,OKLAHOMA,OK,WAGONER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12981,21517,TOTAL
2000,OKLAHOMA,OK,WAGONER,US PRESIDENT,RALPH NADER,GREEN,0,21517,TOTAL
2000,OKLAHOMA,OK,WAGONER,US PRESIDENT,OTHER,OTHER,292,21517,TOTAL
2000,OKLAHOMA,OK,WASHINGTON,US PRESIDENT,AL GORE,DEMOCRAT,6644,20744,TOTAL
2000,OKLAHOMA,OK,WASHINGTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13788,20744,TOTAL
2000,OKLAHOMA,OK,WASHINGTON,US PRESIDENT,RALPH NADER,GREEN,0,20744,TOTAL
2000,OKLAHOMA,OK,WASHINGTON,US PRESIDENT,OTHER,OTHER,312,20744,TOTAL
2000,OKLAHOMA,OK,WASHITA,US PRESIDENT,AL GORE,DEMOCRAT,1564,4468,TOTAL
2000,OKLAHOMA,OK,WASHITA,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2850,4468,TOTAL
2000,OKLAHOMA,OK,WASHITA,US PRESIDENT,RALPH NADER,GREEN,0,4468,TOTAL
2000,OKLAHOMA,OK,WASHITA,US PRESIDENT,OTHER,OTHER,54,4468,TOTAL
2000,OKLAHOMA,OK,WOODS,US PRESIDENT,AL GORE,DEMOCRAT,1235,4046,TOTAL
2000,OKLAHOMA,OK,WOODS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2774,4046,TOTAL
2000,OKLAHOMA,OK,WOODS,US PRESIDENT,RALPH NADER,GREEN,0,4046,TOTAL
2000,OKLAHOMA,OK,WOODS,US PRESIDENT,OTHER,OTHER,37,4046,TOTAL
2000,OKLAHOMA,OK,WOODWARD,US PRESIDENT,AL GORE,DEMOCRAT,1950,7100,TOTAL
2000,OKLAHOMA,OK,WOODWARD,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5067,7100,TOTAL
2000,OKLAHOMA,OK,WOODWARD,US PRESIDENT,RALPH NADER,GREEN,0,7100,TOTAL
2000,OKLAHOMA,OK,WOODWARD,US PRESIDENT,OTHER,OTHER,83,7100,TOTAL
2000,OREGON,OR,BAKER,US PRESIDENT,AL GORE,DEMOCRAT,2195,8258,TOTAL
2000,OREGON,OR,BAKER,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5618,8258,TOTAL
2000,OREGON,OR,BAKER,US PRESIDENT,RALPH NADER,GREEN,289,8258,TOTAL
2000,OREGON,OR,BAKER,US PRESIDENT,OTHER,OTHER,156,8258,TOTAL
2000,OREGON,OR,BENTON,US PRESIDENT,AL GORE,DEMOCRAT,19444,38226,TOTAL
2000,OREGON,OR,BENTON,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15825,38226,TOTAL
2000,OREGON,OR,BENTON,US PRESIDENT,RALPH NADER,GREEN,2463,38226,TOTAL
2000,OREGON,OR,BENTON,US PRESIDENT,OTHER,OTHER,494,38226,TOTAL
2000,OREGON,OR,CLACKAMAS,US PRESIDENT,AL GORE,DEMOCRAT,76421,162262,TOTAL
2000,OREGON,OR,CLACKAMAS,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,77539,162262,TOTAL
