year,state,state_po,county_name,office,candidate,party,candidatevotes,totalvotes,mode
2020,GEORGIA,GA,MARION,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,471,3624,ABSENTEE
2020,GEORGIA,GA,MARION,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,620,3624,ADVANCED VOTING
2020,GEORGIA,GA,MARION,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,220,3624,ELECTION DAY
2020,GEORGIA,GA,MARION,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,3624,PROV
2020,GEORGIA,GA,MARION,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6,3624,ABSENTEE
2020,GEORGIA,GA,MARION,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,20,3624,ADVANCED VOTING
2020,GEORGIA,GA,MARION,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,12,3624,ELECTION DAY
2020,GEORGIA,GA,MARION,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,3624,PROV
2020,GEORGIA,GA,MARION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,295,3624,ABSENTEE
2020,GEORGIA,GA,MARION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1221,3624,ADVANCED VOTING
2020,GEORGIA,GA,MARION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,759,3624,ELECTION DAY
2020,GEORGIA,GA,MARION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,3624,PROV
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1489,10877,ABSENTEE
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1604,10877,ADVANCED VOTING
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1189,10877,ELECTION DAY
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5,10877,PROV
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,10877,ABSENTEE
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,24,10877,ADVANCED VOTING
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,25,10877,ELECTION DAY
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,10877,PROV
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,980,10877,ABSENTEE
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3312,10877,ADVANCED VOTING
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2230,10877,ELECTION DAY
2020,GEORGIA,GA,MERIWETHER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,10877,PROV
2020,GEORGIA,GA,MILLER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,221,2835,ABSENTEE
2020,GEORGIA,GA,MILLER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,354,2835,ADVANCED VOTING
2020,GEORGIA,GA,MILLER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,174,2835,ELECTION DAY
2020,GEORGIA,GA,MILLER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,2835,PROV
2020,GEORGIA,GA,MILLER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,2835,ABSENTEE
2020,GEORGIA,GA,MILLER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,2835,ADVANCED VOTING
2020,GEORGIA,GA,MILLER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,7,2835,ELECTION DAY
2020,GEORGIA,GA,MILLER,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,2835,PROV
2020,GEORGIA,GA,MILLER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,264,2835,ABSENTEE
2020,GEORGIA,GA,MILLER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1269,2835,ADVANCED VOTING
2020,GEORGIA,GA,MILLER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,530,2835,ELECTION DAY
2020,GEORGIA,GA,MILLER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,2835,PROV
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1499,8963,ABSENTEE
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1673,8963,ADVANCED VOTING
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,818,8963,ELECTION DAY
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5,8963,PROV
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,9,8963,ABSENTEE
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,7,8963,ADVANCED VOTING
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,17,8963,ELECTION DAY
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,8963,PROV
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,681,8963,ABSENTEE
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2701,8963,ADVANCED VOTING
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1551,8963,ELECTION DAY
2020,GEORGIA,GA,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,8963,PROV
2020,GEORGIA,GA,MONROE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1372,15592,ABSENTEE
2020,GEORGIA,GA,MONROE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2320,15592,ADVANCED VOTING
2020,GEORGIA,GA,MONROE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,690,15592,ELECTION DAY
2020,GEORGIA,GA,MONROE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,15592,PROV
2020,GEORGIA,GA,MONROE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,27,15592,ABSENTEE
2020,GEORGIA,GA,MONROE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,69,15592,ADVANCED VOTING
2020,GEORGIA,GA,MONROE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,52,15592,ELECTION DAY
2020,GEORGIA,GA,MONROE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,15592,PROV
2020,GEORGIA,GA,MONROE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1062,15592,ABSENTEE
2020,GEORGIA,GA,MONROE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6890,15592,ADVANCED VOTING
2020,GEORGIA,GA,MONROE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3102,15592,ELECTION DAY
2020,GEORGIA,GA,MONROE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6,15592,PROV
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,310,3966,ABSENTEE
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,419,3966,ADVANCED VOTING
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,250,3966,ELECTION DAY
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,3966,PROV
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3,3966,ABSENTEE
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,12,3966,ADVANCED VOTING
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,12,3966,ELECTION DAY
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,3966,PROV
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,356,3966,ABSENTEE
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1495,3966,ADVANCED VOTING
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1109,3966,ELECTION DAY
2020,GEORGIA,GA,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,3966,PROV
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1042,11707,ABSENTEE
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1815,11707,ADVANCED VOTING
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,496,11707,ELECTION DAY
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,11707,PROV
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,19,11707,ABSENTEE
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,53,11707,ADVANCED VOTING
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,50,11707,ELECTION DAY
2020,GEORGIA,GA,MORGAN,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,11707,PROV
2020,GEORGIA,GA,MORGAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,938,11707,ABSENTEE
2020,GEORGIA,GA,MORGAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5424,11707,ADVANCED VOTING
2020,GEORGIA,GA,MORGAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1865,11707,ELECTION DAY
2020,GEORGIA,GA,MORGAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,11707,PROV
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,679,15389,ABSENTEE
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1093,15389,ADVANCED VOTING
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,530,15389,ELECTION DAY
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,15389,PROV
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,22,15389,ABSENTEE
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,72,15389,ADVANCED VOTING
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,50,15389,ELECTION DAY
2020,GEORGIA,GA,MURRAY,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,15389,PROV
2020,GEORGIA,GA,MURRAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1361,15389,ABSENTEE
2020,GEORGIA,GA,MURRAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7689,15389,ADVANCED VOTING
2020,GEORGIA,GA,MURRAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3893,15389,ELECTION DAY
2020,GEORGIA,GA,MURRAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,15389,PROV
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17690,80543,ABSENTEE
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25227,80543,ADVANCED VOTING
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6579,80543,ELECTION DAY
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,33,80543,PROV
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,261,80543,ABSENTEE
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,397,80543,ADVANCED VOTING
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,305,80543,ELECTION DAY
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,2,80543,PROV
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6399,80543,ABSENTEE
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17106,80543,ADVANCED VOTING
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6527,80543,ELECTION DAY
2020,GEORGIA,GA,MUSCOGEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,80543,PROV
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10471,54239,ABSENTEE
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12556,54239,ADVANCED VOTING
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6745,54239,ELECTION DAY
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,22,54239,PROV
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,158,54239,ABSENTEE
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,129,54239,ADVANCED VOTING
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,289,54239,ELECTION DAY
2020,GEORGIA,GA,NEWTON,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,54239,PROV
2020,GEORGIA,GA,NEWTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4860,54239,ABSENTEE
2020,GEORGIA,GA,NEWTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8103,54239,ADVANCED VOTING
2020,GEORGIA,GA,NEWTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10888,54239,ELECTION DAY
2020,GEORGIA,GA,NEWTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18,54239,PROV
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2993,25168,ABSENTEE
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4444,25168,ADVANCED VOTING
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,723,25168,ELECTION DAY
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,25168,PROV
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,76,25168,ABSENTEE
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,222,25168,ADVANCED VOTING
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,113,25168,ELECTION DAY
2020,GEORGIA,GA,OCONEE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,25168,PROV
2020,GEORGIA,GA,OCONEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2696,25168,ABSENTEE
2020,GEORGIA,GA,OCONEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11216,25168,ADVANCED VOTING
2020,GEORGIA,GA,OCONEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2680,25168,ELECTION DAY
2020,GEORGIA,GA,OCONEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,25168,PROV
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,868,8131,ABSENTEE
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1150,8131,ADVANCED VOTING
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,417,8131,ELECTION DAY
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1,8131,PROV
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,28,8131,ABSENTEE
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,47,8131,ADVANCED VOTING
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,26,8131,ELECTION DAY
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,8131,PROV
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,946,8131,ABSENTEE
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3584,8131,ADVANCED VOTING
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1061,8131,ELECTION DAY
2020,GEORGIA,GA,OGLETHORPE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2,8131,PROV
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10525,85385,ABSENTEE
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15376,85385,ADVANCED VOTING
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3763,85385,ELECTION DAY
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40,85385,PROV
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,278,85385,ABSENTEE
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,550,85385,ADVANCED VOTING
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,327,85385,ELECTION DAY
2020,GEORGIA,GA,PAULDING,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,85385,PROV
2020,GEORGIA,GA,PAULDING,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9582,85385,ABSENTEE
2020,GEORGIA,GA,PAULDING,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,35174,85385,ADVANCED VOTING
2020,GEORGIA,GA,PAULDING,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9710,85385,ELECTION DAY
2020,GEORGIA,GA,PAULDING,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,59,85385,PROV
2020,GEORGIA,GA,PEACH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1741,12545,ABSENTEE
2020,GEORGIA,GA,PEACH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3364,12545,ADVANCED VOTING
2020,GEORGIA,GA,PEACH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,809,12545,ELECTION DAY
2020,GEORGIA,GA,PEACH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6,12545,PROV
2020,GEORGIA,GA,PEACH,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,12,12545,ABSENTEE
2020,GEORGIA,GA,PEACH,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,66,12545,ADVANCED VOTING
2020,GEORGIA,GA,PEACH,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,44,12545,ELECTION DAY
2020,GEORGIA,GA,PEACH,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1,12545,PROV
2020,GEORGIA,GA,PEACH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,810,12545,ABSENTEE
2020,GEORGIA,GA,PEACH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4728,12545,ADVANCED VOTING
2020,GEORGIA,GA,PEACH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,954,12545,ELECTION DAY
2020,GEORGIA,GA,PEACH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10,12545,PROV
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1119,17116,ABSENTEE
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1044,17116,ADVANCED VOTING
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,645,17116,ELECTION DAY
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,17116,PROV
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,34,17116,ABSENTEE
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,64,17116,ADVANCED VOTING
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,135,17116,ELECTION DAY
2020,GEORGIA,GA,PICKENS,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,17116,PROV
2020,GEORGIA,GA,PICKENS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1786,17116,ABSENTEE
2020,GEORGIA,GA,PICKENS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6287,17116,ADVANCED VOTING
2020,GEORGIA,GA,PICKENS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5994,17116,ELECTION DAY
2020,GEORGIA,GA,PICKENS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8,17116,PROV
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,368,9048,ABSENTEE
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,610,9048,ADVANCED VOTING
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,122,9048,ELECTION DAY
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,9048,PROV
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6,9048,ABSENTEE
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,29,9048,ADVANCED VOTING
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,14,9048,ELECTION DAY
2020,GEORGIA,GA,PIERCE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,9048,PROV
2020,GEORGIA,GA,PIERCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,923,9048,ABSENTEE
2020,GEORGIA,GA,PIERCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5768,9048,ADVANCED VOTING
2020,GEORGIA,GA,PIERCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1208,9048,ELECTION DAY
2020,GEORGIA,GA,PIERCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,9048,PROV
2020,GEORGIA,GA,PIKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,523,10720,ABSENTEE
2020,GEORGIA,GA,PIKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,695,10720,ADVANCED VOTING
2020,GEORGIA,GA,PIKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,285,10720,ELECTION DAY
2020,GEORGIA,GA,PIKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2,10720,PROV
2020,GEORGIA,GA,PIKE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,20,10720,ABSENTEE
2020,GEORGIA,GA,PIKE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,41,10720,ADVANCED VOTING
2020,GEORGIA,GA,PIKE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,27,10720,ELECTION DAY
2020,GEORGIA,GA,PIKE,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,10720,PROV
2020,GEORGIA,GA,PIKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,919,10720,ABSENTEE
2020,GEORGIA,GA,PIKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5864,10720,ADVANCED VOTING
2020,GEORGIA,GA,PIKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2341,10720,ELECTION DAY
2020,GEORGIA,GA,PIKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3,10720,PROV
2020,GEORGIA,GA,POLK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1088,17399,ABSENTEE
2020,GEORGIA,GA,POLK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1957,17399,ADVANCED VOTING
2020,GEORGIA,GA,POLK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,607,17399,ELECTION DAY
2020,GEORGIA,GA,POLK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6,17399,PROV
2020,GEORGIA,GA,POLK,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,24,17399,ABSENTEE
2020,GEORGIA,GA,POLK,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,67,17399,ADVANCED VOTING
2020,GEORGIA,GA,POLK,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,58,17399,ELECTION DAY
2020,GEORGIA,GA,POLK,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3,17399,PROV
2020,GEORGIA,GA,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1707,17399,ABSENTEE
2020,GEORGIA,GA,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9021,17399,ADVANCED VOTING
2020,GEORGIA,GA,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2849,17399,ELECTION DAY
2020,GEORGIA,GA,POLK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12,17399,PROV
2020,GEORGIA,GA,PULASKI,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,337,4059,ABSENTEE
2020,GEORGIA,GA,PULASKI,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,715,4059,ADVANCED VOTING
2020,GEORGIA,GA,PULASKI,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,165,4059,ELECTION DAY
2020,GEORGIA,GA,PULASKI,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,4059,PROV
2020,GEORGIA,GA,PULASKI,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,9,4059,ABSENTEE
